&	P0	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19
1059	0.075749659	0.0567955	0.085112879	0.06735089	0.073887731	0.083317927	0.060291638	0.07256161	0.066024769	0.07948691	0.061724921	0.086345235	0.073981497	0.068529665	0.063760986	0.08029062	0.072655376	0.060680098	0.079018079	0.067926882
1058	0.067658979	0.083626016	0.08189804	0.062247332	0.076057748	0.075307618	0.06810102	0.092386454	0.068623431	0.094757398	0.078120603	0.071449811	0.066091745	0.076955224	0.074825392	0.070163875	0.063359131	0.0734189	0.080692475	0.067886697
1057	0.075789844	0.088193767	0.074597675	0.085461154	0.070056714	0.067109777	0.066292672	0.071074746	0.088166977	0.064511115	0.071034561	0.076513183	0.080987168	0.069855786	0.077584797	0.068462689	0.067873302	0.064149446	0.07222673	0.074731626
1056	0.078468877	0.074410142	0.066748108	0.072842908	0.082299895	0.072400868	0.078227764	0.079661047	0.08962705	0.065823842	0.075254038	0.062207147	0.084202008	0.079473515	0.07300365	0.075602312	0.078870732	0.070699682	0.085595105	0.071074746
1055	0.066198906	0.079741418	0.094234987	0.073860941	0.091957809	0.078455482	0.076432812	0.077290103	0.090645083	0.083344718	0.089801187	0.071463206	0.087376662	0.07378057	0.083438484	0.081603346	0.084054661	0.070793448	0.073646618	0.083746572
1054	0.073204578	0.077705353	0.08109433	0.061430227	0.07303044	0.071289069	0.083840339	0.080062902	0.096793463	0.088126791	0.069909367	0.077531216	0.082125757	0.07865641	0.078750176	0.084550282	0.079808394	0.089118034	0.069614673	0.06729731
1053	0.063961914	0.070324617	0.089466308	0.068810963	0.090939776	0.061095348	0.076647135	0.069748625	0.071463206	0.077785724	0.079272587	0.07499953	0.086345235	0.079085055	0.091636325	0.081589951	0.070204061	0.076647135	0.078428692	0.077102571
1052	0.091689905	0.088367904	0.073043836	0.073901126	0.079701233	0.090698663	0.076004167	0.080638894	0.089198405	0.082433846	0.066506995	0.080277225	0.065100503	0.069065471	0.079500305	0.085715662	0.074302981	0.077169546	0.083277742	0.077638377
1051	0.074704836	0.08799284	0.087952654	0.086104122	0.085420968	0.073887731	0.077665167	0.075923796	0.077129361	0.080009321	0.072494634	0.069962948	0.070029923	0.073365319	0.082942863	0.067752745	0.073432295	0.090310203	0.087323082	0.088769759
1050	0.077290103	0.094904745	0.086559557	0.075923796	0.078790361	0.082179338	0.078616224	0.073539457	0.086010355	0.085822823	0.080719265	0.089399332	0.082621379	0.062769744	0.076580159	0.080478152	0.085956775	0.075428175	0.069279794	0.096954205
1049	0.090363784	0.086653323	0.090698663	0.083023234	0.077209732	0.074463723	0.081335443	0.071731109	0.073298344	0.062381284	0.072896489	0.069775415	0.074356562	0.07790628	0.075213852	0.076941829	0.074517304	0.073070626	0.07178469	0.069708439
1048	0.084148427	0.07300365	0.075588917	0.082527612	0.070230851	0.09411443	0.073338529	0.085836218	0.086988202	0.084443121	0.071704319	0.069668254	0.075093296	0.061966034	0.075374594	0.08885013	0.10101294	0.067833116	0.088769759	0.071731109
1047	0.07015048	0.068234971	0.084911952	0.081723903	0.096204076	0.069668254	0.076298861	0.08558171	0.072816118	0.082018596	0.063519873	0.073284948	0.086974807	0.07344569	0.084952137	0.077986651	0.084697629	0.08716234	0.08677388	0.079192216
1046	0.080357596	0.083451879	0.076325651	0.082902677	0.09164972	0.086144307	0.093056212	0.0953066	0.081107725	0.1005709	0.083009838	0.082487427	0.081750693	0.08680067	0.069695044	0.084081452	0.095052092	0.079406539	0.078026837	0.081563161
1045	0.096699697	0.086626533	0.069212818	0.085889799	0.079969136	0.07909845	0.076848062	0.07624528	0.084443121	0.07580324	0.083130395	0.088662598	0.094516285	0.07829474	0.089493098	0.08677388	0.077517821	0.083425089	0.075709473	0.0856085
1044	0.084255589	0.089466308	0.08475121	0.106170079	0.083934105	0.087537404	0.085796033	0.087242711	0.077718748	0.097195318	0.075146876	0.08558171	0.08918501	0.074959344	0.088622413	0.084577073	0.088059816	0.082246314	0.087738332	0.096405004
1043	0.078843942	0.080545128	0.095253019	0.08234008	0.092600777	0.067203544	0.070338012	0.082581193	0.078361716	0.091703301	0.087309686	0.093243745	0.083907314	0.086519372	0.078830547	0.079272587	0.085675476	0.07580324	0.06244826	0.082273104
1042	0.094998511	0.087510614	0.076767691	0.075387989	0.08960026	0.07585682	0.07383415	0.083626016	0.080946983	0.075749659	0.080076297	0.087416848	0.083853734	0.078375111	0.075615707	0.095400366	0.09369918	0.083907314	0.0839475	0.093484858
1041	0.085099484	0.081174701	0.087416848	0.087001598	0.088448275	0.097543593	0.097623964	0.08472442	0.086010355	0.080170063	0.08721592	0.081737298	0.075374594	0.093605414	0.077825909	0.089131429	0.079138636	0.088475066	0.076566764	0.095038697
1040	0.073164392	0.090189647	0.083840339	0.092373059	0.086492581	0.080759451	0.089051058	0.084523492	0.075776449	0.072427658	0.084711024	0.090953171	0.092212317	0.079540491	0.088649203	0.09935194	0.08272854	0.079768208	0.088314324	0.083317927
1039	0.080625499	0.080210249	0.092493615	0.087349872	0.078763571	0.092801704	0.085233436	0.07666053	0.08918501	0.076004167	0.088689388	0.079379749	0.078830547	0.081844459	0.086733694	0.085702267	0.099927932	0.080920193	0.088193767	0.091823857
1038	0.103624998	0.101749674	0.079835184	0.099204593	0.096311237	0.091207679	0.091837252	0.092145341	0.097556988	0.082487427	0.088341114	0.09574864	0.082527612	0.094181406	0.099686819	0.097128342	0.070458569	0.09608352	0.081710507	0.089265381
1037	0.084925347	0.094596656	0.086921227	0.087724937	0.0795137	0.081281862	0.081442604	0.081790878	0.093886712	0.087416848	0.090537921	0.085501339	0.096887229	0.090832615	0.076700716	0.088260743	0.083224161	0.085675476	0.094610051	0.0795137
1036	0.100718247	0.094717213	0.100142255	0.0944761	0.101334424	0.08757759	0.092426639	0.0944761	0.076419417	0.092975841	0.073204578	0.081496185	0.073753779	0.088716179	0.085769242	0.097342665	0.084416331	0.081415814	0.087698146	0.093712575
1035	0.089894953	0.086626533	0.080799636	0.089010872	0.099258174	0.087148944	0.078897523	0.10256678	0.0900423	0.090149461	0.097851681	0.090283413	0.089586864	0.081255072	0.089961929	0.110389556	0.072641981	0.085662081	0.091060333	0.102111344
1034	0.110965548	0.104710006	0.084563678	0.084402936	0.096445189	0.082648169	0.086305049	0.101950602	0.087363267	0.080518338	0.095882592	0.089787792	0.090176252	0.075548731	0.090270018	0.089466308	0.080277225	0.079888765	0.086988202	0.09649877
1033	0.095829011	0.088809945	0.077397264	0.081107725	0.087014993	0.096994391	0.089506493	0.084402936	0.106679095	0.096190681	0.092158736	0.073901126	0.093900108	0.096150495	0.089533284	0.084322565	0.083411693	0.069909367	0.084001081	0.084001081
1032	0.092212317	0.103732159	0.091046937	0.070190665	0.09813298	0.078736781	0.09406085	0.090805825	0.077772329	0.084094847	0.088662598	0.089961929	0.090082486	0.082527612	0.09608352	0.074986134	0.086157702	0.096980996	0.090752244	0.075039715
1031	0.087698146	0.085340597	0.089961929	0.083317927	0.096043334	0.095842407	0.087403453	0.08635863	0.099298359	0.086760485	0.09572185	0.079339563	0.100410158	0.074878973	0.084711024	0.113724952	0.090712058	0.076017562	0.092935656	0.091730091
1030	0.0892118	0.09608352	0.088006235	0.099030456	0.10420099	0.090658478	0.082661564	0.065877422	0.100195835	0.093819737	0.08677388	0.097637359	0.084911952	0.085086089	0.080625499	0.097088157	0.089827977	0.098213351	0.109505475	0.094998511
1029	0.094342148	0.097556988	0.090122671	0.108862507	0.089961929	0.09367239	0.101039731	0.088394695	0.094569866	0.08635863	0.081737298	0.076030957	0.090658478	0.074771812	0.096954205	0.083853734	0.09289547	0.08112112	0.087202525	0.089988719
1028	0.0944761	0.113108774	0.092761519	0.119993889	0.098869714	0.095855802	0.089734211	0.08882334	0.085822823	0.100075279	0.10625045	0.090926381	0.08965384	0.085876404	0.094181406	0.092935656	0.089680631	0.088702784	0.087363267	0.082862492
1027	0.107616757	0.102888263	0.090444155	0.088100001	0.104294756	0.087912469	0.082996443	0.097798101	0.097222109	0.095011906	0.102164925	0.085822823	0.082031991	0.091167494	0.075642498	0.096565746	0.097034576	0.082447241	0.0883813	0.087671356
1026	0.099057246	0.086291654	0.098146375	0.082433846	0.11071104	0.101267448	0.093176769	0.103946482	0.078200974	0.096364818	0.095480737	0.098025819	0.090912986	0.101776465	0.098695577	0.079728023	0.098387488	0.105165442	0.103129376	0.0961371
1025	0.09084601	0.098749157	0.081710507	0.099807375	0.088394695	0.11115308	0.096471979	0.095614689	0.095762036	0.099043851	0.094368938	0.088153582	0.080973773	0.110804806	0.088073211	0.089251985	0.084215403	0.089024268	0.090002115	0.094007269
1024	0.102044368	0.107348853	0.099003666	0.117261276	0.102057763	0.100999545	0.081348838	0.102459618	0.100878989	0.094837769	0.092024785	0.096391608	0.08317058	0.086331839	0.107643547	0.098641996	0.090631687	0.09162293	0.089466308	0.104241175
1023	0.093243745	0.096793463	0.099820771	0.082634774	0.093270535	0.086291654	0.100718247	0.085353992	0.110215419	0.110563693	0.104442103	0.078669805	0.104924329	0.104482288	0.103799135	0.117488993	0.095239624	0.091301446	0.096672907	0.096592536
1022	0.091837252	0.101722884	0.106826442	0.100236021	0.099539472	0.098374093	0.112814081	0.100718247	0.09206497	0.104763587	0.078776966	0.084778	0.117676526	0.105312788	0.096163891	0.087778517	0.088689388	0.107201507	0.093926898	0.102687336
1021	0.085662081	0.087483824	0.09976719	0.087925864	0.089466308	0.092198922	0.085809428	0.117435413	0.102258691	0.086546162	0.100142255	0.089332356	0.104281361	0.088180372	0.09574864	0.08599696	0.094489495	0.094610051	0.085929984	0.109652822
1020	0.097824891	0.100825408	0.102473013	0.088769759	0.099284964	0.105098466	0.083063419	0.102004183	0.094194801	0.09040397	0.100825408	0.083224161	0.076807877	0.098628601	0.093431277	0.093444672	0.079567281	0.113818718	0.105513716	0.092185527
1019	0.095427156	0.087832098	0.113778533	0.121695075	0.109317943	0.093632204	0.117073743	0.099820771	0.092426639	0.087376662	0.084268984	0.092573986	0.083224161	0.09411443	0.105741434	0.094127825	0.089546679	0.104107223	0.095520923	0.111621911
1018	0.08718913	0.093739366	0.103745554	0.093900108	0.074664651	0.100222626	0.106598724	0.1050047	0.098199956	0.103477651	0.109974306	0.082474032	0.099110827	0.09001551	0.095855802	0.098454464	0.089064453	0.098628601	0.105312788	0.086613138
1017	0.100436948	0.083652806	0.092855285	0.106210264	0.095561108	0.10101294	0.101696094	0.106129893	0.084617258	0.104857353	0.096820254	0.088863526	0.104750191	0.097556988	0.095212834	0.102821288	0.08231329	0.101562142	0.104348336	0.088930501
1016	0.103182957	0.117810477	0.105192232	0.081817669	0.110617274	0.111648701	0.091569349	0.117810477	0.093096398	0.09854823	0.109626032	0.090377179	0.091368421	0.084175218	0.112921242	0.101334424	0.091060333	0.102660546	0.081884645	0.102955239
1015	0.097851681	0.090712058	0.112224694	0.108741951	0.114233968	0.124039229	0.1005709	0.090886195	0.083384903	0.074771812	0.091314841	0.104910933	0.110081467	0.090792429	0.102097949	0.090631687	0.096619326	0.110094862	0.107522991	0.116470961
1014	0.082447241	0.101843441	0.11600213	0.102807892	0.113778533	0.107616757	0.113108774	0.100878989	0.092801704	0.105687853	0.119471478	0.096873834	0.099820771	0.113912484	0.092815099	0.116564727	0.118265913	0.117140719	0.119016042	0.11115308
1013	0.129638408	0.12531177	0.114233968	0.125472512	0.135237587	0.12004747	0.088394695	0.111273637	0.108206144	0.102258691	0.090377179	0.108340096	0.121668285	0.106330821	0.104415312	0.113805323	0.102004183	0.113858904	0.115827993	0.10788466
1012	0.120476115	0.112653339	0.103464256	0.11151475	0.118145357	0.104723401	0.102861473	0.111876419	0.102071158	0.100102069	0.104857353	0.111461169	0.107040765	0.114796565	0.122833664	0.107536386	0.107201507	0.117087139	0.117569364	0.103303514
1011	0.113939275	0.098454464	0.122967616	0.098896504	0.098923295	0.126276222	0.104977909	0.134032022	0.090792429	0.09486456	0.11314896	0.119699196	0.099003666	0.12326231	0.106652305	0.09813298	0.112505992	0.099646633	0.110443137	0.129035626
1010	0.111005734	0.123717745	0.109478685	0.111648701	0.091020147	0.115359162	0.105875385	0.101963997	0.087537404	0.110858387	0.103182957	0.089747606	0.113363283	0.110376161	0.093163374	0.105567296	0.116618308	0.117207695	0.121574519	0.110202024
1009	0.11677905	0.10990733	0.101240658	0.125244794	0.110523508	0.100088674	0.107295273	0.109009854	0.111996976	0.107362249	0.086532767	0.102071158	0.105379764	0.092614172	0.120944946	0.104857353	0.095976358	0.108032007	0.116377195	0.087175735
1008	0.107482805	0.126745053	0.09694081	0.085420968	0.109960911	0.094663632	0.094275172	0.111461169	0.105379764	0.09328393	0.087818703	0.105741434	0.098842924	0.096699697	0.090551316	0.093350906	0.104388522	0.103236538	0.087524009	0.094810979
1007	0.100651271	0.091180889	0.094596656	0.087014993	0.123034592	0.104334941	0.105768224	0.114943912	0.086425606	0.100142255	0.11190321	0.10907683	0.102714126	0.09893669	0.10345086	0.093618809	0.09527981	0.10708095	0.099526077	0.095534318
1006	0.095025302	0.112439016	0.11841326	0.082045387	0.090685268	0.106170079	0.097168528	0.089037663	0.103973272	0.095494132	0.080183459	0.111206661	0.083183976	0.100410158	0.094971721	0.095842407	0.08760438	0.108607999	0.099579658	0.109867145
1005	0.081857854	0.090203042	0.104013457	0.10988054	0.10544674	0.100423553	0.108313305	0.099941327	0.096123705	0.107389039	0.087028388	0.093967083	0.10420099	0.088059816	0.100008303	0.101575537	0.094101035	0.096405004	0.107764104	0.099968117
1004	0.114850146	0.104468893	0.100490529	0.097999028	0.09652556	0.104830562	0.103477651	0.099552867	0.11353742	0.100798618	0.109974306	0.104442103	0.111447774	0.105165442	0.100075279	0.096338028	0.099258174	0.100450343	0.093123188	0.091542559
1003	0.119176784	0.106719281	0.109786774	0.096445189	0.089158219	0.105942361	0.088863526	0.109117015	0.105768224	0.094248382	0.08801963	0.099807375	0.094355543	0.122780084	0.093792946	0.104884143	0.097074762	0.126075294	0.094409124	0.10178986
1002	0.105071675	0.100999545	0.111206661	0.105701248	0.104562659	0.097342665	0.111032524	0.107161321	0.098467859	0.120650252	0.110644064	0.097275689	0.11029579	0.101388005	0.105567296	0.094462705	0.120985132	0.091502373	0.103691973	0.095641479
1001	0.087832098	0.100637876	0.084148427	0.121132478	0.103705369	0.104549264	0.113081984	0.104535869	0.094744003	0.105821805	0.107750708	0.10791145	0.104375127	0.101963997	0.104857353	0.100503924	0.102111344	0.10422778	0.098842924	0.114796565
1000	0.091609534	0.122981011	0.109626032	0.095065487	0.119752776	0.095480737	0.09289547	0.118721349	0.092520406	0.094677027	0.091703301	0.102138134	0.108835717	0.104576054	0.097677544	0.104401917	0.092185527	0.104120619	0.104897538	0.093618809

