LAMMPS data file
2272 atoms 
3 atom types 
0.0  48.0  xlo  xhi
0.0  7.0   ylo  yhi
17.398031476913488 229.293570523084 zlo zhi
0.0 0.00 0.0 xy xz yz

Masses

1 12.0107
2 18.998404
3 1.00794

Atoms # charge

1  2  0.0  5.486000 11.721743 5.288000 
2  2  0.0  5.375000 13.759743 4.318000 
3  1  0.0  5.828000 13.346743 33.738000 
4  3  0.0  5.377000 12.758743 32.964000 
5  3  0.0  5.209000 14.131743 33.880000 
6  1  0.0  5.891000 12.607743 35.100000 
7  1  0.0  4.494000 12.006743 35.426000 
8  2  0.0  4.139000 10.925743 34.441000 
9  3  0.0  3.727000 12.742743 35.287000 
10  1  0.0  4.449000 11.488743 36.904000 
11  2  0.0  3.447000 10.514743 37.013000 
12  2  0.0  4.089000 12.542743 37.735000 
13  1  0.0  5.796000 10.905743 37.410000 
14  1  0.0  5.905000 10.431743 38.889000 
15  1  0.0  5.368000 11.434743 39.969000 
16  3  0.0  4.336000 11.636743 39.767000 
17  3  0.0  5.882000 12.358743 39.851000 
18  1  0.0  5.499000 11.010743 41.452000 
19  1  0.0  4.831000 12.088743 42.378000 
20  3  0.0  3.973000 12.450743 41.854000 
21  2  0.0  5.651000 13.343743 42.446000 
22  1  0.0  4.289000 11.708743 43.795000 
23  2  0.0  3.286000 10.738743 43.671000 
24  2  0.0  3.703000 12.851743 44.358000 
25  1  0.0  5.384000 11.178743 44.749000 
26  3  0.0  5.832000 10.342743 44.247000 
27  1  0.0  4.877000 10.793743 46.176000 
28  2  0.0  3.540000 11.193743 46.349000 
29  1  0.0  5.737000 11.415743 47.321000 
30  3  0.0  5.893000 12.452743 47.113000 
31  1  0.0  5.092000 11.327743 48.713000 
32  2  0.0  4.285000 12.453743 48.885000 
33  1  0.0  5.706000 11.744743 51.310000 
34  2  0.0  5.757000 13.147743 51.357000 
35  1  0.0  4.297000 11.265743 51.672000 
36  3  0.0  3.653000 11.613743 50.886000 
37  1  0.0  3.703000 11.697743 53.054000 
38  2  0.0  2.827000 10.722743 53.539000 
39  2  0.0  2.967000 12.867743 52.874000 
40  1  0.0  4.827000 11.929743 54.141000 
41  3  0.0  5.590000 12.526743 53.695000 
42  3  0.0  5.250000 10.977743 54.396000 
43  1  0.0  4.296000 12.646743 55.365000 
44  2  0.0  3.555000 13.767743 55.231000 
45  1  0.0  4.609000 12.157743 56.568000 
46  3  0.0  5.274000 11.336743 56.632000 
47  1  0.0  3.995000 12.736743 57.799000 
48  2  0.0  2.637000 12.370743 57.840000 
49  2  0.0  4.087000 14.105743 57.687000 
50  1  0.0  4.628000 12.377743 59.222000 
51  3  0.0  4.102000 12.956743 59.937000 
52  3  0.0  5.619000 12.775743 59.213000 
53  1  0.0  4.605000 10.934743 59.786000 
54  2  0.0  3.291000 10.469743 59.864000 
55  1  0.0  5.224000 10.774743 61.218000 
56  1  0.0  4.304000 11.016743 62.442000 
57  2  0.0  3.513000 12.142743 62.209000 
58  1  0.0  5.150000 11.207743 63.754000 
59  3  0.0  5.681000 10.312743 63.999000 
60  1  0.0  4.327000 11.644743 65.017000 
61  2  0.0  3.329000 10.691743 65.250000 
62  2  0.0  3.682000 12.850743 64.734000 
63  1  0.0  5.155000 11.820743 66.321000 
64  3  0.0  5.926000 12.513743 66.133000 
65  3  0.0  5.636000 10.900743 66.555000 
66  1  0.0  4.361000 12.289743 67.580000 
67  2  0.0  3.446000 11.298743 67.944000 
68  2  0.0  3.624000 13.427743 67.248000 
69  1  0.0  5.248000 12.637743 68.825000 
70  3  0.0  4.641000 13.263743 69.457000 
71  1  0.0  5.855000 11.514743 69.684000 
72  2  0.0  5.869000 10.305743 68.951000 
73  1  0.0  5.064000 11.282743 71.032000 
74  3  0.0  5.485000 10.414743 71.508000 
75  2  0.0  3.689000 10.877743 70.747000 
76  1  0.0  5.117000 12.476743 72.091000 
77  2  0.0  4.110000 13.423743 71.837000 
78  1  0.0  4.954000 11.920743 73.505000 
79  3  0.0  5.575000 11.046743 73.588000 
80  3  0.0  3.941000 11.607743 73.638000 
81  1  0.0  5.370000 12.939743 74.632000 
82  2  0.0  5.177000 14.220743 74.195000 
83  1  0.0  4.621000 12.756743 75.979000 
84  3  0.0  3.587000 12.612743 75.731000 
85  3  0.0  4.694000 13.699743 76.478000 
86  1  0.0  4.973000 11.713743 77.065000 
87  2  0.0  4.963000 10.444743 76.480000 
88  2  0.0  3.939000 11.739743 78.002000 
89  1  0.0  5.714000 12.260743 80.355000 
90  3  0.0  5.076000 11.648743 80.950000 
91  3  0.0  5.047000 12.936743 79.865000 
92  2  0.0  5.672000 15.934743 130.108000 
93  2  0.0  5.250000 9.209743 39.035000 
94  2  0.0  4.873000 9.782743 41.654000 
95  2  0.0  4.915000 9.411743 46.302000 
96  2  0.0  4.252000 10.194743 48.778000 
97  3  0.0  4.347000 10.194743 51.646000 
98  2  0.0  5.290000 10.110743 58.895000 
99  3  0.0  5.548000 9.771743 61.335000 
